sheetname: IND_NewTechs
range: N8:AS247
filename: SubRES_TMPL/Before_SubRES_NewTechs_Industry.xlsx
tag: ~FI_T
types: TechName (object), *TechDesc (object), Comm-IN (object), Comm-OUT (object), Year (object), Start (object), LIFE (object), AFA (object), CAP2ACT (object), EFF (object), EFF~2020 (object), EFF~2025 (object), EFF~2030 (object), EFF~2035 (object), EFF~2040 (object), EFF~2045 (object), EFF~2050 (object), EFF~2055 (object), EFF~2060 (object), INVCOST (object), INVCOST~2020 (object), INVCOST~2025 (object), INVCOST~2030 (object), INVCOST~2035 (object), INVCOST~2040 (object), INVCOST~2045 (object), INVCOST~2050 (object), INVCOST~2055 (object), INVCOST~2060 (object), FLO_MARK (object), FLO_MARK~0 (object)
DMD,R_JDW-LT_CFL-ELC00,Joined dwellings - Electronics and Lights - Fluorescent,PJ,GW,,,
DMD,R_JDW-OTH_Elec-ELC00,Joined dwellings - Electronics and Lights - Electronics,PJ,GW,,,
DMD,R_JDW-MPS_Motor-ELC00,Joined dwellings - Stationary Motors - Electric Motor,PJ,GW,,,
DMD,R_JDW-MPM_ICE-PET00,Joined dwellings - Stationary Motors - Internal Combustion (Domestic Use),PJ,GW,,,


sheetname: Con_REF
range: B9:H18
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_T
types: TechName (object), Comm-IN (object), Comm-OUT (object), Share-O~UP (object), EFF (object), ACT_BND (object)
TechName,Comm-IN,Comm-OUT,Share-O~UP,EFF,ACT_BND
*Technology Name,Input Commodity,Output Commodity,Output Share,Efficiency,Activity Bound
*Units,,,Pja,,
REFEOIL00,OIL,LPG,0,1.01282037207396,0
,,PET,0.282078400982863,,
,,DSL,0.382958951778377,,
,,FOL,0.109625175964023,,
,,JET,0.205686861175089,,
,,OTH,0.0196506100996485,,


sheetname: Con_REF
range: J3:S6
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_Comm
types: Csets (object), Region (object), CommName (object), CommDesc (object), Unit (object), LimType (object), CTSLvl (object), PeakTS (object), Ctype (object)
Csets,Region,CommName,CommDesc,Unit,LimType,CTSLvl,PeakTS,Ctype
*Commodity Set Membership,Region Name,Commodity Name,Commodity Description,Unit,Sense of the Balance EQN.,Timeslice Level,Peak Monitoring,Electricity Indicator
ENV,,REFCO2,,,,,,


sheetname: Con_REF
range: J9:S13
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_Process
types: Sets (object), Region (object), TechName (object), TechDesc (object), Tact (object), Tcap (object), Tslvl (object), PrimaryCG (object), Vintage (object)
Sets,Region,TechName,TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
*Process Set Membership,Region Name,Technology Name,Technology Description,Activity Unit,Capacity Unit,TimeSlice level of Process Activity,Primary Commodity Group,Vintage Tracking
*,,,,,,,,
PRE,,REFEOIL00,,PJ,Pja,,NRGI,


sheetname: Pri_BIO
range: B20:K46
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_Process
types: Sets (object), Region (object), TechName (object), TechDesc (object), Tact (object), Tcap (object), Tslvl (object), PrimaryCG (object), Vintage (object)
Sets,Region,TechName,TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
*Process Set Membership,Region Name,Technology Name,Technology Description,Activity Unit,Capacity Unit,TimeSlice level of Process Activity,Primary Commodity Group,Vintage Tracking
*,,,,,,,,
MIN,,MINWODWST00,Residual Woody Biomass,PJ,PJa,,,
MIN,,MINWODWST02,Purpose Grown Forests,PJ,PJa,,,
MIN,,MINAGRWST00,Straw & Stover,PJ,PJa,,,
MIN,,MINAGRWST01,Fruit and vegetables culls,PJ,PJa,,,
MIN,,MINMNCWST00,Municipal Solid Waste,PJ,PJa,,,
MIN,,MINANMMNR00,Animal Manure,PJ,PJa,,,
MIN,,MINOILWST00,Waste Oil,PJ,PJa,,,
MIN,,MINOILWST01,Tallow Waste,PJ,PJa,,,
MIN,,MINWODSUPCUR00,Domestic supply of current wood in use,PJ,PJa,,,
MIN,,MINOILWST01,Domestic supply of current wood in use,PJ,PJa,,,
PRE,,REF_WODWST,Biogas production refinery from Forest residues and woody wastes,PJ,GWth,,,
PRE,,REF_AGRWST,"Biogas production refinery from Agricultural wastes (straws, stover, vegetable culls)",PJ,GWth,,,
\I:,,REF_MNCWST,Biogas production refinery from Municipal solid waste,PJ,GWth,,,
PRE,,REF_ANMMNR,Biogas production refinery from Animal manure,PJ,GWth,,,
\I:,,SUP_BIGNGA,Biogas to natural gas,PJ,GWth,,,
PRE,,CT_CWODPLT,Production of wood pellets from wood waste,PJ,GWth,,,
\I:,,CT_CWODBDS,Production of biodiesel from woodwaste,PJ,GWth,,,
PRE,,CT_CWODETH,Production of bioliquids (ethanol) from woodwaste,PJ,GWth,,,
PRE,,CT_COILBDS,Production of biodiesel from waste oiles,PJ,GWth,,,
PRE,,CT_CWODDID,Production of drop-in fuels from woodwaste,PJ,GWth,,,
PRE,,WSTWOD2WOD,Waste wood to fuel wood,PJ,PJa,,,
MIN,,MINWODSUPOSWOD,On-Site wood supply,PJ,PJa,,,
MIN,,MINWODWST01,Residual woody biomass tranche 2,PJ,PJa,,,


sheetname: Pri_BIO
range: B48:S62
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_T
types: TechName (object), Comm-IN (object), Comm-OUT (object), Start (object), COST (object), COST~2025 (object), COST~2030 (object), COST~2035 (object), COST~2040 (object), COST~0 (object), ACT_BND~UP (object), ACT_BND~UP~2025 (object), ACT_BND~UP~2030 (object), ACT_BND~UP~2035 (object), ACT_BND~UP~2040 (object), ACT_BND~UP~2050 (object), ACT_BND~UP~0 (object)
TechName,Comm-IN,Comm-OUT,Start,COST,COST~2025,COST~2030,COST~2035,COST~2040,COST~0,ACT_BND~UP,ACT_BND~UP~2025,ACT_BND~UP~2030,ACT_BND~UP~2035,ACT_BND~UP~2040,ACT_BND~UP~2050,ACT_BND~UP~0
*Technology Name,Input Commodity,Output Commodity,,Cost,Cost,Cost,Cost,Cost,Cost,Annual Production Bound,Annual Production Bound,Annual Production Bound,Annual Production Bound,Annual Production Bound,Annual Production Bound,Annual Production Bound
*Units,,,,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,PJ,PJ,PJ,PJ,PJ,PJ,PJ
MINWODWST00,,WODWST,,9.78,9.73,9.7,9.68,9.66,,9,7,6,6,8,11,5
MINWODWST01,,WODWST,,10.81,10.92,11.09,11.02,10.79,,2,3,2,2,2,3,5
MINWODWST02,,WODWST,2040,16.0440850546266,,,,,,0,0,0,0,20,20,1
MINAGRWST00,,AGRWST,,14.3,,,,,,4.81300087905569,4.9483778,5.04734464070849,5.14829224011815,5.25125831976388,,5
MINAGRWST01,,AGRWST,,3.2,,,,,,0.4001944,0.411450867419776,0.41967957827985,0.428073,0.4366344,,5
MINMNCWST00,,MNCWST,,14.6,,,,,,1,1,1,1,1,,5
MINANMMNR00,,ANMMNR,,14.6,,,,,,1,1,1,1,1,,5
MINOILWST00,,OILWST,,34,,,,,,0,0,0,0,0,,5
MINOILWST01,,OILWST,,34,,,,,,2,2,2,2,2,,5
MINWODSUPCUR00,,WOD,,3.60333333333333,,,,,,4,,,,,,5
MINWODSUPOSWOD,,INDOSWOD,,5,,,,,,0,0.784279,1.212293,1.563551,1.826826,2.474382,5


sheetname: Pri_BIO
range: B5:K18
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_Comm
types: Csets (object), Region (object), CommName (object), CommDesc (object), Unit (object), LimType (object), CTSLvl (object), PeakTS (object), Ctype (object)
Csets,Region,CommName,CommDesc,Unit,LimType,CTSLvl,PeakTS,Ctype
*Commodity Set Membership,Region Name,Commodity Name,Commodity Description,Unit,Sense of the Balance EQN.,Timeslice Level,Peak Monitoring,Electricity Indicator
NRG,,WODWST,Forest residues and woody wastes,PJ,FX,,,
,,AGRWST,"Agricultural wastes (straws, stover, vegetable culls)",PJ,FX,,,
,,MNCWST,Municipal solid waste,PJ,FX,DAYNITE,,
,,ANMMNR,Animal manure,PJ,FX,,,
,,OILWST,Oil wastes,PJ,FX,,,
,,PLT,Wood pellet,PJ,FX,,,
,,BDSL,Biodiesel,PJ,FX,,,
,,WOD,Biomass - wood,PJ,FX,DAYNITE,,
,,DID,Drop-in diesel,PJ,FX,,,
,,DIJ,Drop-in jet,PJ,FX,,,
,,INDOSWOD,On Site Wood,PJ,FX,,,


sheetname: Pri_BIO
range: B80:AO97
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_T
types: TechName (object), Comm-IN (object), Comm-OUT (object), Start (object), Share-O~LO (object), EFF (object), EFF~2021 (object), EFF~2030 (object), EFF~2040 (object), EFF~2050 (object), EFF~2060 (object), EFF~0 (object), INVCOST (object), INVCOST~2021 (object), INVCOST~2030 (object), INVCOST~2040 (object), INVCOST~2050 (object), INVCOST~2060 (object), INVCOST~0 (object), FIXOM (object), FIXOM~2021 (object), FIXOM~2030 (object), FIXOM~2040 (object), FIXOM~2050 (object), FIXOM~2060 (object), FIXOM~0 (object), VAROM (object), VAROM~2021 (object), VAROM~2030 (object), VAROM~2040 (object), VAROM~2050 (object), VAROM~2060 (object), VAROM~0 (object), AFA (object), LIFE (object), ENV_ACT~TOTCO2 (object), *ENV_ACT~TRACO2 (object), NCAP_DRATE (object), CAP2ACT (object)
TechName,Comm-IN,Comm-OUT,Start,Share-O~LO,EFF,EFF~2021,EFF~2030,EFF~2040,EFF~2050,EFF~2060,EFF~0,INVCOST,INVCOST~2021,INVCOST~2030,INVCOST~2040,INVCOST~2050,INVCOST~2060,INVCOST~0,FIXOM,FIXOM~2021,FIXOM~2030,FIXOM~2040,FIXOM~2050,FIXOM~2060,FIXOM~0,VAROM,VAROM~2021,VAROM~2030,VAROM~2040,VAROM~2050,VAROM~2060,VAROM~0,AFA,LIFE,ENV_ACT~TOTCO2,*ENV_ACT~TRACO2,NCAP_DRATE,CAP2ACT
*Technology Name,Input Commodity,Output Commodity,,,Efficiency,Efficiency,Efficiency,Efficiency,Efficiency,Efficiency,Efficiency Interpolation Rule,Investment Cost NZD/kW,Investment Cost NZD/kW,Investment Cost NZD/kW,Investment Cost NZD/kW,Investment Cost NZD/kW,Investment Cost NZD/kW,Investment Cost Interpolation rule,Fixed O&M Cost NZD/kW,Fixed O&M Cost NZD/kW,Fixed O&M Cost NZD/kW,Fixed O&M Cost NZD/kW,Fixed O&M Cost NZD/kW,Fixed O&M Cost NZD/kW,Fixed O&M Cost Interpolation Rule,Variable  O&M Cost NZD/GJ,Variable  O&M Cost NZD/GJ,Variable  O&M Cost NZD/GJ,Variable  O&M Cost NZD/GJ,Variable  O&M Cost NZD/GJ,Variable  O&M Cost NZD/GJ,Variable  O&M Cost Interpolation Rule,Annual Availability Factor,Lifetime in years,Emissions coefficient - Activity based,Emissions coefficient - Activity based,Technology-specific discount rate,Capacity to Activity 
REF_ANMMNR,ANMMNR,BIG,,,0.375,0.375,0.375,0.375,0.375,0.375,3,1490,1490,1490,1490,1490,1490,,74.5,74.5,74.5,74.5,74.5,74.5,,1.639,1.639,1.639,1.639,1.639,1.639,,0.856164383561644,20,,,0.025,31.536
REF_WODWST,WODWST,BIG,,,0.6,0.6,0.63,0.66,0.69,0.69,3,1788,1788,1788,1788,1788,1788,,89.4,89.4,89.4,89.4,89.4,89.4,,2.682,2.682,2.682,2.682,2.682,2.682,,0.91324200913242,20,,,0.025,31.536
REF_AGRWST,AGRWST,BIG,,,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,3,1475.1,1445.3,1415.5,1415.5,1415.5,1415.5,,73.755,72.265,70.775,70.775,70.775,70.775,,1.639,1.639,1.639,1.639,1.639,1.639,,0.856164383561644,20,,,0.025,31.536
\I: SUP_BIGNGA,BIG,NGA,,,0.912650548719259,0.912650548719259,0.925100365812839,0.93755018290642,0.95,0.95,3,2086,1937,1788,1639,1490,1490,,104.3,96.85,89.4,81.95,74.5,74.5,,3.278,3.278,3.278,3.278,3.278,3.278,,0.970319634703196,20,-53.96,,0.025,31.536
\I:,,RESNGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\I:,,COMNGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\I:,,AGRNGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\I: CT_CWODBDS,WODWST,BDSL,,,0.7,0.7,0.7,0.7,0.7,0.7,3,3278,3278,3278,3278,3278,3278,,163.9,163.9,163.9,163.9,163.9,163.9,,0.4917,0.4917,0.4917,0.4917,0.4917,0.4917,,0.85,20,-66.2055,,0.025,31.536
CT_CWODPLT,WODWST,PLT,,,0.89,0.89,0.89,0.89,0.89,0.89,3,950,950,950,950,950,950,,72,72,72,72,72,72,,0.56,0.56,0.56,0.56,0.56,0.56,,0.8,20,,,0.025,31.536
CT_CWODETH,WODWST,BIL,,,0.59,0.59,0.59,0.59,0.59,0.59,3,2980.36831460674,2980.36831460674,2980.36831460674,2980.36831460674,2980.36831460674,2980.36831460674,,149.018415730337,149.018415730337,149.018415730337,149.018415730337,149.018415730337,149.018415730337,,0,0,0,0,0,0,,0.85,25,,,0.025,31.536
CT_COILBDS,OILWST,BDSL,,,0.85,0.85,0.85,0.85,0.85,0.85,3,1344,1344,1344,1344,1344,1344,,62,62,62,62,62,62,,1.08,1.08,1.08,1.08,1.08,1.08,,0.85,20,-66.215,,0.025,31.536
WSTWOD2WOD,WODWST,WOD,,,0.98,0.98,0.98,0.98,0.98,0.98,3,464,464,464,464,464,464,,7,7,7,7,7,7,,0.09,0.09,0.09,0.09,0.09,0.09,,,20,,,0.025,31.536
CT_CWODDID,WODWST,,2025,,0.5,0.5,0.5,0.5,0.5,0.5,3,5263,5263,5263,5263,5263,,,372.26,,,,372.26,,,0.47,,,,,,,0.85,25,-58.8421,,0.025,31.536
,,DID,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DIJ,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,


sheetname: Pri_COA
range: B13:K22
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_Process
types: Sets (object), Region (object), TechName (object), TechDesc (object), Tact (object), Tcap (object), Tslvl (object), PrimaryCG (object), Vintage (object)
Sets,Region,TechName,TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
*Process Set Membership,Region Name,Technology Name,Technology Description,Activity Unit,Capacity Unit,TimeSlice level of Process Activity,Primary Commodity Group,Vintage Tracking
*,,,,,,,,
MIN,,MINCOA1,,PJ,PJa,,,
,,MINCOL1,,PJ,PJa,,,
IMP,,IMPCOA1,,PJ,PJa,,,
,,IMPCOL1,,PJ,PJa,,,
EXP,,EXPCOA1,,PJ,PJa,,,
,,EXPCOL1,,PJ,PJa,,,


sheetname: Pri_COA
range: B30:O39
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_T
types: TechName (object), Comm-IN (object), Comm-OUT (object), CUM (object), COST (object), COST~2021 (object), COST~2025 (object), COST~2030 (object), COST~2035 (object), COST~2040 (object), COST~2050 (object), COST~2060 (object), ACT_BND (object)
TechName,Comm-IN,Comm-OUT,CUM,COST,COST~2021,COST~2025,COST~2030,COST~2035,COST~2040,COST~2050,COST~2060,ACT_BND
*Technology Name,Input Commodity,Output Commodity,Reserves Cumulative Value,Cost,Cost,Cost,Cost,Cost,Cost,Cost,Cost,Annual Production Bound
*Units,,,PJ,Milion NZD (2015)/PJ,,,,,,,,PJ
MINCOA1,,COA,,7.39,,,,,,,,48.5725017697
MINCOL1,,COL,,7.39,,,,,,,,5.5
IMPCOA1,,COA,,7.39,,,,,,,,0
IMPCOL1,,COL,,7.39,,,,,,,,0
EXPCOA1,COA,,,3.2,,,,,,,,38.5725017697
EXPCOL1,COL,,,3,,,,,,,,0


sheetname: Pri_COA
range: B7:K11
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_Comm
types: Csets (object), Region (object), CommName (object), CommDesc (object), Unit (object), LimType (object), CTSLvl (object), PeakTS (object), Ctype (object)
Csets,Region,CommName,CommDesc,Unit,LimType,CTSLvl,PeakTS,Ctype
*Commodity Set Membership,Region Name,Commodity Name,Commodity Description,Unit,Sense of the Balance EQN.,Timeslice Level,Peak Monitoring,Electricity Indicator
NRG,,COA,Coal - Sub-bituminous coal,PJ,,ANNUAL,,
NRG,,COL,Coal - Lignite,PJ,,ANNUAL,,


sheetname: Pri_GAS
range: I17:X23
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_T
types: TechName (object), Comm-IN (object), Comm-OUT (object), CUM (object), COST (object), COST~2021 (object), COST~2025 (object), COST~2030 (object), COST~2035 (object), COST~2040 (object), COST~2050 (object), COST~2060 (object), ACT_BND (object), ACT_BND~2060 (object), ACT_BND~0 (object)
TechName,Comm-IN,Comm-OUT,CUM,COST,COST~2021,COST~2025,COST~2030,COST~2035,COST~2040,COST~2050,COST~2060,ACT_BND,ACT_BND~2060,ACT_BND~0
*Technology Name,Input Commodity,Output Commodity,Reserves Cumulative Value,Cost,Cost,Cost,Cost,Cost,Cost,Cost,Cost,Annual Production Bound,Annual Production Bound,Annual Production Bound
*Units,,,PJ,Milion NZD (2015)/PJ,,,,,,,,PJ,,
MINNGA1,,NGA,,6,7.59036144578313,9.39759036144578,11.3493975903614,12,12.7228915662651,14.3855421686747,14.4578313253012,0,0,5
IMPNGA1,,NGA,,8.3,10.5,13,15.7,16.6,17.6,19.9,20,0,0,5
EXPNGA1,NGA,,,6.64,8.4,10.4,12.56,13.28,14.08,15.92,16,0,0,5


sheetname: Pri_GAS
range: I3:R6
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_Comm
types: Csets (object), Region (object), CommName (object), CommDesc (object), Unit (object), LimType (object), CTSLvl (object), PeakTS (object), Ctype (object)
Csets,Region,CommName,CommDesc,Unit,LimType,CTSLvl,PeakTS,Ctype
*Commodity Set Membership,Region Name,Commodity Name,Commodity Description,Unit,Sense of the Balance EQN.,Timeslice Level,Peak Monitoring,Electricity Indicator
NRG,,NGA,,PJ,,,,


sheetname: Pri_GAS
range: I8:R14
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_Process
types: Sets (object), Region (object), TechName (object), TechDesc (object), Tact (object), Tcap (object), Tslvl (object), PrimaryCG (object), Vintage (object)
Sets,Region,TechName,TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
*Process Set Membership,Region Name,Technology Name,Technology Description,Activity Unit,Capacity Unit,TimeSlice level of Process Activity,Primary Commodity Group,Vintage Tracking
*,,,,,,,,
MIN,,MINNGA1,,PJ,PJa,,,
IMP,,IMPNGA1,,PJ,PJa,,,
EXP,,EXPNGA1,,PJ,PJa,,,


sheetname: Pri_OIL
range: I15:R39
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_Process
types: Sets (object), Region (object), TechName (object), TechDesc (object), Tact (object), Tcap (object), Tslvl (object), PrimaryCG (object), Vintage (object)
Sets,Region,TechName,TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
*Process Set Membership,Region Name,Technology Name,Technology Description,Activity Unit,Capacity Unit,TimeSlice level of Process Activity,Primary Commodity Group,Vintage Tracking
*,,,,,,,,
MIN,,MINOIL1,,PJ,PJa,,,
,,MINLPG1,,PJ,PJa,,,
,,MINPET1,,PJ,PJa,,,
,,MINDSL1,,PJ,PJa,,,
,,MINFOL1,,PJ,PJa,,,
,,MINJET1,,PJ,PJa,,,
,,MINOTH1,,PJ,PJa,,,
IMP,,IMPOIL1,,PJ,PJa,,,
,,IMPLPG1,,PJ,PJa,,,
,,IMPPET1,,PJ,PJa,,,
,,IMPDSL1,,PJ,PJa,,,
,,IMPFOL1,,PJ,PJa,,,
,,IMPJET1,,PJ,PJa,,,
,,IMPOTH1,,PJ,PJa,,,
EXP,,EXPOIL1,,PJ,PJa,,,
,,EXPLPG1,,PJ,PJa,,,
,,EXPPET1,,PJ,PJa,,,
,,EXPDSL1,,PJ,PJa,,,
,,EXPFOL1,,PJ,PJa,,,
,,EXPJET1,,PJ,PJa,,,
,,EXPOTH1,,PJ,PJa,,,


sheetname: Pri_OIL
range: I3:R12
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_Comm
types: Csets (object), Region (object), CommName (object), CommDesc (object), Unit (object), LimType (object), CTSLvl (object), PeakTS (object), Ctype (object)
Csets,Region,CommName,CommDesc,Unit,LimType,CTSLvl,PeakTS,Ctype
*Commodity Set Membership,Region Name,Commodity Name,Commodity Description,Unit,Sense of the Balance EQN.,Timeslice Level,Peak Monitoring,Electricity Indicator
NRG,,OIL,Oil products - Crude oil,PJ,,,,
,,LPG,Oil products - LPG,PJ,,,,
,,PET,Oil products - Petroleum,PJ,,,,
,,DSL,Oil products - Diesel oil,PJ,,,,
,,FOL,Oil products - Light fuel oil,PJ,,,,
,,JET,Oil products - Jet kerosen,PJ,,,,
,,OTH,Oil products - Other fuels from refinery,PJ,,,,


sheetname: Pri_OIL
range: I42:W66
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_T
types: TechName (object), Comm-IN (object), Comm-OUT (object), CUM (object), COST (object), COST~2021 (object), COST~2025 (object), COST~2030 (object), COST~2035 (object), COST~2040 (object), COST~2050 (object), COST~2060 (object), ACT_BND (object), ACT_BND~2060 (object)
TechName,Comm-IN,Comm-OUT,CUM,COST,COST~2021,COST~2025,COST~2030,COST~2035,COST~2040,COST~2050,COST~2060,ACT_BND,ACT_BND~2060
*Technology Name,Input Commodity,Output Commodity,Reserves Cumulative Value,Cost,Cost,Cost,Cost,Cost,Cost,Cost,Cost,Annual Production Bound,Annual Production Bound
*Units,,,PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,PJ,PJ
MINOIL1,,OIL,,10,16.3487452517022,19.8222200851634,23.2937019043177,24.7116156546915,26.1241720300154,29.2828351355422,29.4296086005688,0,
MINLPG1,,LPG,,20,32.6974905034045,39.6444401703267,46.5874038086355,49.4232313093831,52.2483440600308,58.5656702710844,58.8592172011377,0,
MINPET1,,PET,,20,32.6974905034045,39.6444401703267,46.5874038086355,49.4232313093831,52.2483440600308,58.5656702710844,58.8592172011377,0,
MINDSL1,,DSL,,20,32.6974905034045,39.6444401703267,46.5874038086355,49.4232313093831,52.2483440600308,58.5656702710844,58.8592172011377,0,
MINFOL1,,FOL,,20,32.6974905034045,39.6444401703267,46.5874038086355,49.4232313093831,52.2483440600308,58.5656702710844,58.8592172011377,0,
MINJET1,,JET,,20,32.6974905034045,39.6444401703267,46.5874038086355,49.4232313093831,52.2483440600308,58.5656702710844,58.8592172011377,0,
MINOTH1,,OTH,,20,32.6974905034045,39.6444401703267,46.5874038086355,49.4232313093831,52.2483440600308,58.5656702710844,58.8592172011377,0,
IMPOIL1,,OIL,,12.0209311368914,19.6527140845293,23.8281542624054,28.001198651508,29.7056630066374,31.4036872981119,35.2006944657296,35.3771298373105,0,
IMPLPG1,,LPG,,20,32.6974905034045,39.6444401703267,46.5874038086355,49.4232313093831,52.2483440600308,58.5656702710844,58.8592172011377,0,
IMPPET1,,PET,,15.3798961125361,22.6104060064502,27.0864994801114,31.5285701469886,33.3311178086745,35.1228442956803,39.1112329941124,39.3072690391688,0,
IMPDSL1,,DSL,,15.0251431190601,22.7139702005428,27.4060858158002,32.0561395363421,33.945606109417,35.8227768876206,40.0031993299224,40.2037061507486,0,
IMPFOL1,,FOL,,13.5226288071541,20.4425731804885,24.6654772342202,28.8505255827079,30.5510454984753,32.2404991988585,36.0028793969302,36.1833355356737,0,
IMPJET1,,JET,,16.5276574309661,24.9853672205971,30.1466943973803,35.2617534899763,37.3401667203587,39.4050545763827,44.0035192629147,44.2240767658235,0,60
IMPOTH1,,OTH,,30,21.7983270022696,26.4296267802178,31.058269205757,32.9488208729221,34.8322293733538,39.0437801807229,39.2394781340918,0,
EXPOIL1,OIL,,,15,15.7221712676234,19.0625234099244,22.4009589212064,23.76453040531,25.1229498384895,28.1605555725837,28.3017038698484,0,
EXPLPG1,LPG,,,30,26.1579924027236,31.7155521362614,37.2699230469084,39.5385850475065,41.7986752480246,46.8525362168675,47.0873737609101,0,
EXPPET1,PET,,,30,18.0883248051602,21.6691995840892,25.2228561175909,26.6648942469396,28.0982754365442,31.2889863952899,31.445815231335,0,
EXPDSL1,DSL,,,30,18.1711761604342,21.9248686526402,25.6449116290737,27.1564848875336,28.6582215100965,32.0025594639379,32.1629649205989,0,
EXPFOL1,FOL,,,30,16.3540585443908,19.7323817873762,23.0804204661663,24.4408363987803,25.7923993590868,28.8023035175441,28.946668428539,0,
EXPJET1,JET,,,30,19.9882937764777,24.1173555179042,28.209402791981,29.872133376287,31.5240436611061,35.2028154103317,35.3792614126588,0,
EXPOTH1,OTH,,,30,17.4386616018157,21.1437014241743,24.8466153646056,26.3590566983376,27.8657834986831,31.2350241445783,31.3915825072734,0,


sheetname: Pri_RNW
range: H15:Q24
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_Process
types: Sets (object), Region (object), TechName (object), TechDesc (object), Tact (object), Tcap (object), Tslvl (object), PrimaryCG (object), Vintage (object)
Sets,Region,TechName,TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
*Process Set Membership,Region Name,Technology Name,Technology Description,Activity Unit,Capacity Unit,TimeSlice level of Process Activity,Primary Commodity Group,Vintage Tracking
*,,,,,,,,
MIN,,MINHYD1,,PJ,PJa,DAYNITE,,
,,MINGEO1,,PJ,PJa,DAYNITE,,
,,MINSOL1,,PJ,PJa,DAYNITE,,
,,MINWIN1,,PJ,PJa,DAYNITE,,
,,MINTID1,,PJ,PJa,DAYNITE,,
,,MINURN1,,PJ,PJa,DAYNITE,,


sheetname: Pri_RNW
range: H28:W37
filename: VT_SI_PRI_V4.xlsx
tag: ~FI_T
types: TechName (object), Comm-IN (object), Comm-OUT (object), COST (object), COST~2021 (object), COST~2025 (object), COST~2030 (object), COST~2035 (object), COST~2040 (object), COST~2050 (object), COST~2060 (object), ACT_BND~UP (object), ACT_BND~UP~2016 (object), ACT_BND~UP~2021 (object), ACT_BND~UP~2030 (object)
TechName,Comm-IN,Comm-OUT,COST,COST~2021,COST~2025,COST~2030,COST~2035,COST~2040,COST~2050,COST~2060,ACT_BND~UP,ACT_BND~UP~2016,ACT_BND~UP~2021,ACT_BND~UP~2030
*Technology Name,Input Commodity,Output Commodity,Cost,Cost,Cost,Cost,Cost,Cost,Cost,Cost,Annual Production Bound,Annual Production Bound,Annual Production Bound,Annual Production Bound
*Units,,,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,Milion NZD (2015)/PJ,PJ,PJ,PJ,PJ
MINHYD1,,HYD,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,,
MINGEO1,,GEO,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,,
MINSOL1,,SOL,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,,
MINWIN1,,WIN,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,,
MINTID1,,TID,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,50,51,,
MINURN1,,URN,6.6550808993064,6.70035414048127,6.73492712778337,6.78674563343641,6.78674563343641,6.78674563343641,6.78674563343641,6.78674563343641,,,,


